county,year,month,fatalities
Middlesex,2016,9,2
Middlesex,2016,10,2
Middlesex,2016,11,2
Middlesex,2016,12,6
Middlesex,2017,1,5
Middlesex,2017,2,3
Middlesex,2017,3,2
Middlesex,2017,4,4
Middlesex,2017,5,4
Middlesex,2017,6,2
Middlesex,2017,7,2
Middlesex,2017,8,4
Middlesex,2017,9,3
Middlesex,2017,10,4
Middlesex,2017,11,8
Middlesex,2017,12,7
Middlesex,2018,1,7
Middlesex,2018,2,3
Middlesex,2018,3,2
Middlesex,2018,4,9
Middlesex,2018,5,5
Middlesex,2018,6,4
Middlesex,2018,7,3
Middlesex,2018,8,2
Middlesex,2018,9,8
Middlesex,2018,10,3
Middlesex,2018,11,3
Middlesex,2018,12,1
Middlesex,2019,1,4
Middlesex,2019,2,3
Middlesex,2019,3,3
Middlesex,2019,4,2
Middlesex,2019,5,5
Middlesex,2019,6,5
Middlesex,2019,7,4
Middlesex,2019,8,5
Middlesex,2019,9,2
Middlesex,2019,10,5
Middlesex,2019,11,4
Middlesex,2019,12,5
Middlesex,2020,1,5
Middlesex,2020,2,4
Middlesex,2020,3,6
Middlesex,2020,4,3
Middlesex,2020,5,7
Middlesex,2020,6,9
Middlesex,2020,7,6
Middlesex,2020,8,6
Middlesex,2020,9,5
Middlesex,2020,10,9
Middlesex,2020,11,5
Middlesex,2020,12,2
Middlesex,2021,1,1
Middlesex,2021,2,4
Middlesex,2021,4,3
Middlesex,2021,5,2
Middlesex,2021,6,1
Middlesex,2021,7,7
Middlesex,2021,8,2
Middlesex,2021,9,7
Middlesex,2021,10,6
Middlesex,2021,11,10
Middlesex,2021,12,4
Middlesex,2022,1,8
Middlesex,2022,2,5
Middlesex,2022,3,4
Middlesex,2022,5,4
Middlesex,2022,6,9
Middlesex,2022,7,3
Middlesex,2022,8,6
Middlesex,2022,9,8
Middlesex,2022,10,5
Middlesex,2022,11,5
Middlesex,2022,12,10
Middlesex,2023,1,8
Middlesex,2023,2,4
Middlesex,2023,3,5
Middlesex,2023,4,3
Middlesex,2023,5,6
Middlesex,2023,6,4
Middlesex,2023,7,4
Middlesex,2023,8,5
Middlesex,2023,9,5
Middlesex,2023,10,8
Middlesex,2023,11,3
Middlesex,2023,12,4
Middlesex,2024,1,8
Middlesex,2024,2,3
Middlesex,2024,3,4
Middlesex,2024,4,9
Middlesex,2024,5,2
Middlesex,2024,6,6
Middlesex,2024,7,3
Middlesex,2024,8,4
Middlesex,2024,9,5
Middlesex,2024,10,8
Middlesex,2024,11,5
Middlesex,2024,12,3
Middlesex,2025,1,4
Middlesex,2025,2,2
Middlesex,2025,4,6
Middlesex,2025,5,7
Middlesex,2025,6,9
Middlesex,2025,7,4
Middlesex,2025,8,3
Middlesex,2025,10,4
Middlesex,2025,11,5
Middlesex,2025,12,4
Middlesex,2026,1,3
Middlesex,2026,2,3
Middlesex,2026,3,2
Monmouth,2008,1,4
Monmouth,2008,2,2
Monmouth,2008,3,4
Monmouth,2008,4,4
Monmouth,2008,5,4
Monmouth,2008,6,5
Monmouth,2008,7,4
Monmouth,2008,8,4
Monmouth,2008,9,2
Monmouth,2008,10,4
Monmouth,2008,11,5
Monmouth,2008,12,5
Monmouth,2009,1,3
Monmouth,2009,2,5
Monmouth,2009,3,1
Monmouth,2009,4,2
Monmouth,2009,5,3
Monmouth,2009,6,4
Monmouth,2009,7,3
Monmouth,2009,8,5
Monmouth,2009,9,5
Monmouth,2009,10,1
Monmouth,2009,11,1
Monmouth,2009,12,1
Monmouth,2010,1,3
Monmouth,2010,2,2
Monmouth,2010,3,3
Monmouth,2010,4,6
Monmouth,2010,5,3
Monmouth,2010,6,5
Monmouth,2010,7,5
Monmouth,2010,8,1
Monmouth,2010,9,6
Monmouth,2010,10,4
Monmouth,2010,11,5
Monmouth,2010,12,2
Monmouth,2011,2,3
Monmouth,2011,3,2
Monmouth,2011,4,4
Monmouth,2011,5,3
Monmouth,2011,6,1
Monmouth,2011,7,5
Monmouth,2011,8,3
Monmouth,2011,9,7
Monmouth,2011,10,2
Monmouth,2011,11,1
Monmouth,2011,12,3
Monmouth,2012,1,7
Monmouth,2012,3,2
Monmouth,2012,4,3
Monmouth,2012,6,3
Monmouth,2012,7,2
Monmouth,2012,8,1
Monmouth,2012,9,8
Monmouth,2012,10,4
Monmouth,2012,11,3
Monmouth,2012,12,3
Monmouth,2013,1,2
Monmouth,2013,2,1
Monmouth,2013,3,3
Monmouth,2013,4,5
Monmouth,2013,5,2
Monmouth,2013,6,2
Monmouth,2013,8,2
Monmouth,2013,9,4
Monmouth,2013,10,2
Monmouth,2013,11,3
Monmouth,2013,12,1
Monmouth,2014,1,2
Monmouth,2014,2,3
Monmouth,2014,3,2
Monmouth,2014,4,6
Monmouth,2014,5,1
Monmouth,2014,6,3
Monmouth,2014,7,4
Monmouth,2014,8,8
Monmouth,2014,9,5
Monmouth,2014,10,3
Monmouth,2014,11,3
Monmouth,2014,12,7
Monmouth,2015,1,1
Monmouth,2015,3,2
Monmouth,2015,4,1
Monmouth,2015,5,4
Monmouth,2015,6,8
Monmouth,2015,7,2
Monmouth,2015,8,6
Monmouth,2015,9,4
Monmouth,2015,10,4
Monmouth,2015,11,7
Monmouth,2015,12,8
Monmouth,2016,1,4
Monmouth,2016,2,3
Monmouth,2016,3,5
Monmouth,2016,4,1
Monmouth,2016,5,5
Monmouth,2016,6,2
Monmouth,2016,7,6
Monmouth,2016,8,5
Monmouth,2016,9,5
Monmouth,2016,10,10
Monmouth,2016,11,3
Monmouth,2016,12,1
Monmouth,2017,1,1
Monmouth,2017,2,1
Monmouth,2017,3,1
Monmouth,2017,4,6
Monmouth,2017,5,1
Monmouth,2017,6,6
Monmouth,2017,7,7
Monmouth,2017,8,1
Monmouth,2017,9,3
Monmouth,2017,10,6
Monmouth,2017,11,6
Monmouth,2017,12,4
Monmouth,2018,1,2
Monmouth,2018,2,3
Monmouth,2018,4,3
Monmouth,2018,5,4
Monmouth,2018,6,2
Monmouth,2018,7,4
Monmouth,2018,8,1
Monmouth,2018,9,1
Monmouth,2018,10,4
Monmouth,2018,11,2
Monmouth,2018,12,3
Monmouth,2019,1,7
Monmouth,2019,2,2
Monmouth,2019,3,4
Monmouth,2019,4,3
Monmouth,2019,5,4
Monmouth,2019,6,5
Monmouth,2019,7,1
Monmouth,2019,8,3
Monmouth,2019,9,3
Monmouth,2019,10,2
Monmouth,2019,12,2
Monmouth,2020,1,4
Monmouth,2020,2,3
Monmouth,2020,3,1
Monmouth,2020,4,1
Monmouth,2020,5,1
Monmouth,2020,6,2
Monmouth,2020,7,5
Monmouth,2020,8,4
Monmouth,2020,9,3
Monmouth,2020,10,4
Monmouth,2020,11,3
Monmouth,2020,12,3
Monmouth,2021,1,3
Monmouth,2021,2,1
Monmouth,2021,3,5
Monmouth,2021,4,1
Monmouth,2021,5,1
Monmouth,2021,6,3
Monmouth,2021,7,4
Monmouth,2021,8,1
Monmouth,2021,9,3
Monmouth,2021,10,5
Monmouth,2021,11,6
Monmouth,2021,12,1
Monmouth,2022,1,3
Monmouth,2022,2,7
Monmouth,2022,3,3
Monmouth,2022,4,5
Monmouth,2022,5,2
Monmouth,2022,6,5
Monmouth,2022,7,12
Monmouth,2022,8,2
Monmouth,2022,9,4
Monmouth,2022,10,2
Monmouth,2022,11,2
Monmouth,2022,12,7
Monmouth,2023,1,4
Monmouth,2023,2,3
Monmouth,2023,3,1
Monmouth,2023,5,5
Monmouth,2023,6,1
Monmouth,2023,7,6
Monmouth,2023,8,4
Monmouth,2023,9,5
Monmouth,2023,10,3
Monmouth,2023,11,1
Monmouth,2023,12,4
Monmouth,2024,1,6
Monmouth,2024,2,7
Monmouth,2024,3,3
Monmouth,2024,4,5
Monmouth,2024,5,3
Monmouth,2024,6,1
Monmouth,2024,7,5
Monmouth,2024,8,6
Monmouth,2024,9,3
Monmouth,2024,10,5
Monmouth,2024,11,4
Monmouth,2024,12,5
Monmouth,2025,1,1
Monmouth,2025,3,3
Monmouth,2025,4,1
Monmouth,2025,5,2
Monmouth,2025,7,5
Monmouth,2025,8,1
Monmouth,2025,9,3
Monmouth,2025,10,5
Monmouth,2025,11,3
Monmouth,2025,12,2
Monmouth,2026,1,3
Monmouth,2026,3,2
Morris,2008,1,3
Morris,2008,2,3
Morris,2008,3,1
Morris,2008,4,4
Morris,2008,5,2
Morris,2008,6,2
Morris,2008,7,2
Morris,2008,8,2
Morris,2008,10,3
Morris,2008,11,1
Morris,2008,12,3
Morris,2009,1,1
Morris,2009,3,1
Morris,2009,4,1
Morris,2009,5,4
Morris,2009,7,3
Morris,2009,8,1
Morris,2009,9,1
Morris,2009,10,3
Morris,2009,11,2
Morris,2009,12,1
Morris,2010,1,1
Morris,2010,2,4
Morris,2010,4,4
Morris,2010,6,2
Morris,2010,7,2
Morris,2010,8,2
Morris,2010,9,1
Morris,2010,10,4
Morris,2010,11,1
Morris,2010,12,4
Morris,2011,1,2
Morris,2011,2,1
Morris,2011,3,1
Morris,2011,4,1
Morris,2011,6,1
Morris,2011,7,4
Morris,2011,8,2
Morris,2011,9,3
Morris,2011,10,6
Morris,2011,11,1
Morris,2011,12,2
Morris,2012,1,2
Morris,2012,2,2
Morris,2012,3,2
Morris,2012,4,1
Morris,2012,5,1
Morris,2012,6,3
Morris,2012,7,1
Morris,2012,8,2
Morris,2012,9,3
Morris,2012,10,5
Morris,2012,11,3
Morris,2012,12,5
Morris,2013,1,2
Morris,2013,2,1
Morris,2013,3,1
Morris,2013,5,1
Morris,2013,6,2
Morris,2013,7,2
Morris,2013,8,6
Morris,2013,10,1
Morris,2013,11,7
Morris,2013,12,2
Morris,2014,2,1
Morris,2014,3,2
Morris,2014,6,3
Morris,2014,7,2
Morris,2014,8,2
Morris,2014,9,1
Morris,2014,10,1
Morris,2014,12,2
Morris,2015,2,3
Morris,2015,3,2
Morris,2015,4,3
Morris,2015,5,2
Morris,2015,6,6
Morris,2015,7,3
Morris,2015,9,3
Morris,2015,10,1
Morris,2016,1,1
Morris,2016,2,3
Morris,2016,4,2
Morris,2016,5,1
Morris,2016,6,3
Morris,2016,7,1
Morris,2016,8,1
Morris,2016,9,2
Morris,2016,10,3
Morris,2016,11,2
Morris,2016,12,2
Morris,2017,1,1
Morris,2017,2,2
Morris,2017,4,4
Morris,2017,5,1
Morris,2017,6,4
Morris,2017,7,4
Morris,2017,8,1
Morris,2017,9,7
Morris,2017,10,3
Morris,2017,11,1
Morris,2017,12,1
Morris,2018,1,2
Morris,2018,2,1
Morris,2018,3,1
Morris,2018,4,1
Morris,2018,5,4
Morris,2018,6,3
Morris,2018,7,4
Morris,2018,8,1
Morris,2018,9,2
Morris,2018,10,3
Morris,2018,11,5
Morris,2018,12,1
Morris,2019,1,3
Morris,2019,2,1
Morris,2019,3,1
Morris,2019,4,2
Morris,2019,5,1
Morris,2019,6,3
Morris,2019,7,3
Morris,2019,8,2
Morris,2019,9,4
Morris,2019,10,7
Morris,2019,11,1
Morris,2019,12,1
Morris,2020,1,1
Morris,2020,2,1
Morris,2020,3,1
Morris,2020,4,1
Morris,2020,5,2
Morris,2020,7,3
Morris,2020,8,1
Morris,2020,9,3
Morris,2020,10,1
Morris,2020,11,1
Morris,2020,12,2
Morris,2021,1,6
Morris,2021,3,4
Morris,2021,4,1
Morris,2021,6,1
Morris,2021,9,1
Morris,2021,10,6
Morris,2021,11,1
Morris,2021,12,5
Morris,2022,1,3
Morris,2022,2,1
Morris,2022,3,2
Morris,2022,4,1
Morris,2022,5,2
Morris,2022,6,2
Morris,2022,7,3
Morris,2022,8,1
Morris,2022,9,1
Morris,2022,10,1
Morris,2022,11,1
Morris,2022,12,1
Morris,2023,1,2
Morris,2023,2,3
Morris,2023,3,2
Morris,2023,4,1
Morris,2023,5,2
Morris,2023,6,2
Morris,2023,8,2
Morris,2023,10,5
Morris,2023,11,2
Morris,2023,12,1
Morris,2024,2,2
Morris,2024,4,2
Morris,2024,5,3
Morris,2024,6,2
Morris,2024,7,2
Morris,2024,8,2
Morris,2024,10,1
Morris,2024,11,5
Morris,2024,12,2
Morris,2025,2,1
Morris,2025,4,8
Morris,2025,5,1
Morris,2025,6,2
Morris,2025,7,4
Morris,2025,8,2
Morris,2025,9,1
Morris,2025,11,2
Morris,2025,12,2
Morris,2026,1,4
Morris,2026,2,1
Ocean,2008,1,3
Ocean,2008,2,5
Ocean,2008,3,2
Ocean,2008,4,4
Ocean,2008,5,1
Ocean,2008,6,1
Ocean,2008,7,5
Ocean,2008,8,2
Ocean,2008,10,6
Ocean,2008,11,4
Ocean,2008,12,5
Ocean,2009,1,1
Ocean,2009,2,5
Ocean,2009,3,9
Ocean,2009,4,6
Ocean,2009,5,6
Ocean,2009,6,6
Ocean,2009,7,4
Ocean,2009,8,7
Ocean,2009,9,6
Ocean,2009,10,3
Ocean,2009,11,5
Ocean,2009,12,5
Ocean,2010,1,3
Ocean,2010,2,1
Ocean,2010,3,6
Ocean,2010,4,5
Ocean,2010,5,6
Ocean,2010,6,8
Ocean,2010,7,7
Ocean,2010,8,3
Ocean,2010,9,4
Ocean,2010,10,2
Ocean,2010,11,2
Ocean,2010,12,7
Ocean,2011,1,2
Ocean,2011,2,4
Ocean,2011,3,5
Ocean,2011,4,4
Ocean,2011,5,7
Ocean,2011,6,3
Ocean,2011,7,2
Ocean,2011,8,1
Ocean,2011,9,6
Ocean,2011,10,11
Ocean,2011,11,1
Ocean,2011,12,6
Ocean,2012,1,1
Ocean,2012,2,2
Ocean,2012,3,4
Ocean,2012,4,6
Ocean,2012,5,3
Ocean,2012,6,6
Ocean,2012,7,4
Ocean,2012,8,1
Ocean,2012,9,5
Ocean,2012,10,7
Ocean,2012,11,7
Ocean,2012,12,7
Ocean,2013,1,6
Ocean,2013,2,2
Ocean,2013,3,6
Ocean,2013,4,5
Ocean,2013,5,5
Ocean,2013,6,7
Ocean,2013,7,3
Ocean,2013,8,2
Ocean,2013,10,3
Ocean,2013,11,5
Ocean,2013,12,5
Ocean,2014,1,1
Ocean,2014,2,1
Ocean,2014,3,5
Ocean,2014,4,4
Ocean,2014,5,5
Ocean,2014,6,4
Ocean,2014,7,7
Ocean,2014,8,5
Ocean,2014,9,1
Ocean,2014,10,3
Ocean,2014,11,7
Ocean,2014,12,2
Ocean,2015,1,3
Ocean,2015,2,2
Ocean,2015,3,4
Ocean,2015,4,2
Ocean,2015,5,4
Ocean,2015,6,2
Ocean,2015,7,4
Ocean,2015,8,4
Ocean,2015,9,3
Ocean,2015,10,4
Ocean,2015,11,3
Ocean,2015,12,3
Ocean,2016,1,1
Ocean,2016,2,4
Ocean,2016,3,4
Ocean,2016,4,4
Ocean,2016,5,2
Ocean,2016,6,2
Ocean,2016,7,2
Ocean,2016,8,5
Ocean,2016,9,5
Ocean,2016,10,3
Ocean,2016,11,6
Ocean,2016,12,3
Ocean,2017,1,6
Ocean,2017,3,6
Ocean,2017,4,4
Ocean,2017,5,6
Ocean,2017,6,3
Ocean,2017,7,3
Ocean,2017,8,8
Ocean,2017,9,4
Ocean,2017,10,4
Ocean,2017,11,3
Ocean,2017,12,6
Ocean,2018,1,6
Ocean,2018,2,2
Ocean,2018,3,2
Ocean,2018,4,3
Ocean,2018,5,1
Ocean,2018,6,4
Ocean,2018,7,8
Ocean,2018,9,1
Ocean,2018,10,2
Ocean,2018,11,3
Ocean,2018,12,7
Ocean,2019,1,3
Ocean,2019,2,2
Ocean,2019,3,1
Ocean,2019,4,2
Ocean,2019,5,3
Ocean,2019,6,4
Ocean,2019,7,5
Ocean,2019,8,3
Ocean,2019,9,2
Ocean,2019,10,8
Ocean,2019,11,3
Ocean,2019,12,3
Ocean,2020,1,5
Ocean,2020,2,2
Ocean,2020,3,2
Ocean,2020,4,1
Ocean,2020,5,1
Ocean,2020,6,3
Ocean,2020,8,1
Ocean,2020,9,5
Ocean,2020,10,4
Ocean,2020,11,4
Ocean,2020,12,2
Ocean,2021,1,4
Ocean,2021,2,1
Ocean,2021,3,5
Ocean,2021,4,2
Ocean,2021,5,3
Ocean,2021,6,4
Ocean,2021,7,4
Ocean,2021,8,5
Ocean,2021,9,1
Ocean,2021,10,4
Ocean,2021,11,7
Ocean,2021,12,4
Ocean,2022,1,1
Ocean,2022,2,5
Ocean,2022,3,4
Ocean,2022,4,7
Ocean,2022,5,2
Ocean,2022,6,3
Ocean,2022,7,9
Ocean,2022,8,4
Ocean,2022,9,4
Ocean,2022,10,9
Ocean,2022,11,2
Ocean,2022,12,2
Ocean,2023,1,3
Ocean,2023,2,2
Ocean,2023,3,2
Ocean,2023,4,3
Ocean,2023,5,7
Ocean,2023,6,7
Ocean,2023,7,5
Ocean,2023,8,3
Ocean,2023,9,3
Ocean,2023,10,4
Ocean,2023,11,2
Ocean,2023,12,2
Ocean,2024,1,6
Ocean,2024,2,3
Ocean,2024,3,2
Ocean,2024,4,3
Ocean,2024,5,5
Ocean,2024,6,7
Ocean,2024,7,3
Ocean,2024,8,2
Ocean,2024,9,7
Ocean,2024,10,3
Ocean,2024,11,2
Ocean,2024,12,3
Ocean,2025,1,3
Ocean,2025,2,5
Ocean,2025,3,4
Ocean,2025,4,4
Ocean,2025,5,10
Ocean,2025,6,5
Ocean,2025,7,4
Ocean,2025,8,6
Ocean,2025,9,7
Ocean,2025,10,3
Ocean,2025,11,4
Ocean,2025,12,6
Ocean,2026,1,4
Ocean,2026,2,5
Passaic,2008,1,5
Passaic,2008,2,1
Passaic,2008,3,1
Passaic,2008,4,3
Passaic,2008,6,1
Passaic,2008,7,1
Passaic,2008,8,2
Passaic,2008,9,3
Passaic,2008,10,4
Passaic,2008,11,3
Passaic,2008,12,1
Passaic,2009,1,3
Passaic,2009,3,1
Passaic,2009,4,2
Passaic,2009,5,5
Passaic,2009,6,2
Passaic,2009,7,3
Passaic,2009,8,4
Passaic,2009,10,2
Passaic,2009,11,3
Passaic,2009,12,1
Passaic,2010,2,3
Passaic,2010,3,3
Passaic,2010,7,1
Passaic,2010,8,3
Passaic,2010,10,4
Passaic,2010,11,4
Passaic,2010,12,4
Passaic,2011,1,3
Passaic,2011,2,2
Passaic,2011,3,1
Passaic,2011,4,4
Passaic,2011,5,1
Passaic,2011,6,1
Passaic,2011,7,1
Passaic,2011,8,2
Passaic,2011,9,5
Passaic,2011,10,4
Passaic,2011,11,1
Passaic,2011,12,3
Passaic,2012,1,2
Passaic,2012,2,3
Passaic,2012,3,2
Passaic,2012,4,4
Passaic,2012,5,1
Passaic,2012,6,3
Passaic,2012,7,2
Passaic,2012,8,4
Passaic,2012,9,4
Passaic,2012,10,2
Passaic,2012,11,4
Passaic,2013,1,1
Passaic,2013,2,1
Passaic,2013,3,2
Passaic,2013,4,2
Passaic,2013,5,3
Passaic,2013,6,1
Passaic,2013,7,1
Passaic,2013,8,5
Passaic,2013,9,4
Passaic,2013,10,1
Passaic,2013,11,3
Passaic,2013,12,3
Passaic,2014,1,1
Passaic,2014,2,1
Passaic,2014,3,2
Passaic,2014,4,4
Passaic,2014,5,3
Passaic,2014,6,3
Passaic,2014,7,2
Passaic,2014,8,2
Passaic,2014,9,2
Passaic,2014,10,1
Passaic,2014,11,1
Passaic,2014,12,2
Passaic,2015,1,4
Passaic,2015,4,2
Passaic,2015,5,4
Passaic,2015,6,2
Passaic,2015,7,3
Passaic,2015,8,5
Passaic,2015,10,4
Passaic,2015,11,6
Passaic,2015,12,2
Passaic,2016,1,2
Passaic,2016,3,3
Passaic,2016,4,4
Passaic,2016,5,4
Passaic,2016,6,1
Passaic,2016,7,1
Passaic,2016,10,2
Passaic,2016,11,3
Passaic,2016,12,2
Passaic,2017,1,1
Passaic,2017,2,1
Passaic,2017,3,1
Passaic,2017,4,1
Passaic,2017,5,1
Passaic,2017,7,2
Passaic,2017,8,2
Passaic,2017,9,2
Passaic,2017,10,4
Passaic,2017,11,3
Passaic,2018,1,1
Passaic,2018,2,2
Passaic,2018,4,2
Passaic,2018,5,2
Passaic,2018,6,5
Passaic,2018,7,2
Passaic,2018,9,2
Passaic,2018,10,2
Passaic,2018,11,2
Passaic,2018,12,1
Passaic,2019,1,2
Passaic,2019,2,4
Passaic,2019,3,5
Passaic,2019,4,2
Passaic,2019,5,3
Passaic,2019,6,3
Passaic,2019,8,3
Passaic,2019,9,3
Passaic,2019,10,2
Passaic,2019,11,1
Passaic,2019,12,3
Passaic,2020,1,3
Passaic,2020,2,4
Passaic,2020,4,2
Passaic,2020,5,2
Passaic,2020,6,1
Passaic,2020,8,3
Passaic,2020,9,3
Passaic,2020,10,5
Passaic,2020,11,1
Passaic,2020,12,5
Passaic,2021,2,2
Passaic,2021,3,3
Passaic,2021,4,2
Passaic,2021,6,7
Passaic,2021,7,2
Passaic,2021,9,4
Passaic,2021,10,2
Passaic,2021,12,3
Passaic,2022,2,2
Passaic,2022,3,1
Passaic,2022,4,2
Passaic,2022,5,4
Passaic,2022,7,3
Passaic,2022,8,4
Passaic,2022,9,3
Passaic,2022,10,1
Passaic,2022,11,3
Passaic,2022,12,3
Passaic,2023,2,3
Passaic,2023,3,1
Passaic,2023,4,2
Passaic,2023,6,2
Passaic,2023,7,5
Passaic,2023,8,1
Passaic,2023,9,4
Passaic,2023,10,3
Passaic,2023,12,4
Passaic,2024,1,1
Passaic,2024,2,2
Passaic,2024,3,3
Passaic,2024,4,2
Passaic,2024,7,2
Passaic,2024,8,5
Passaic,2024,9,6
Passaic,2024,10,6
Passaic,2024,11,3
Passaic,2024,12,1
Passaic,2025,1,1
Passaic,2025,2,1
Passaic,2025,3,4
Passaic,2025,4,4
Passaic,2025,5,2
Passaic,2025,6,5
Passaic,2025,7,3
Passaic,2025,8,1
Passaic,2025,10,4
Passaic,2025,11,3
Passaic,2026,1,2
Passaic,2026,2,1
Salem,2008,1,2
Salem,2008,3,2
Salem,2008,4,2
Salem,2008,5,1
Salem,2008,6,1
Salem,2008,10,4
Salem,2008,11,2
Salem,2008,12,2
Salem,2009,3,1
Salem,2009,4,1
Salem,2009,6,1
Salem,2009,7,2
Salem,2009,8,1
Salem,2009,9,4
Salem,2009,10,1
Salem,2009,11,2
Salem,2009,12,1
Salem,2010,3,2
Salem,2010,5,1
Salem,2010,7,3
Salem,2010,8,3
Salem,2010,9,2
Salem,2010,11,1
Salem,2011,2,3
Salem,2011,4,2
Salem,2011,5,1
Salem,2011,6,1
Salem,2011,7,6
Salem,2011,8,1
Salem,2011,10,1
Salem,2011,12,1
Salem,2012,1,1
Salem,2012,4,1
Salem,2012,5,4
Salem,2012,7,2
Salem,2012,9,1
Salem,2013,3,1
Salem,2013,5,1
Salem,2013,6,3
Salem,2013,7,1
Salem,2013,10,1
Salem,2013,11,1
Salem,2013,12,1
Salem,2014,2,2
Salem,2014,4,1
Salem,2014,5,3
Salem,2014,6,3
Salem,2014,8,6
Salem,2014,10,2
Salem,2014,11,2
Salem,2015,4,1
Salem,2015,5,1
Salem,2015,6,1
Salem,2015,7,2
Salem,2015,9,2
Salem,2015,11,2
Salem,2015,12,2
Salem,2016,1,3
Salem,2016,2,1
Salem,2016,4,1
Salem,2016,5,3
Salem,2016,6,1
Salem,2016,7,1
Salem,2016,8,2
Salem,2016,9,1
Salem,2016,10,1
Salem,2016,12,1
Salem,2017,1,2
Salem,2017,2,2
Salem,2017,3,2
Salem,2017,5,2
Salem,2017,6,3
Salem,2017,8,3
Salem,2017,10,1
Salem,2017,11,2
Salem,2018,1,1
Salem,2018,3,1
Salem,2018,4,1
Salem,2018,6,1
Salem,2018,7,2
Salem,2018,10,3
Salem,2019,4,2
Salem,2019,5,1
Salem,2019,6,1
Salem,2019,9,2
Salem,2019,12,3
Salem,2020,1,3
Salem,2020,4,1
Salem,2020,5,2
Salem,2020,7,2
Salem,2020,8,3
Salem,2020,11,1
Salem,2020,12,2
Salem,2021,1,2
Salem,2021,2,1
Salem,2021,3,3
Salem,2021,4,1
Salem,2021,5,3
Salem,2021,6,2
Salem,2021,8,1
Salem,2021,9,2
Salem,2021,10,5
Salem,2021,11,1
Salem,2021,12,1
Salem,2022,1,1
Salem,2022,3,2
Salem,2022,4,5
Salem,2022,5,3
Salem,2022,6,2
Salem,2022,7,1
Salem,2022,9,1
Salem,2022,10,1
Salem,2022,11,4
Salem,2023,2,2
Salem,2023,4,1
Salem,2023,6,1
Salem,2023,7,3
Salem,2023,8,2
Salem,2023,10,1
Salem,2023,11,1
Salem,2023,12,1
Salem,2024,2,3
Salem,2024,4,2
Salem,2024,5,2
Salem,2024,6,1
Salem,2024,7,1
Salem,2024,8,3
Salem,2024,9,2
Salem,2024,12,2
Salem,2025,1,1
Salem,2025,2,1
Salem,2025,3,1
Salem,2025,4,4
Salem,2025,5,1
Salem,2025,6,1
Salem,2025,7,1
Salem,2025,8,1
Salem,2025,9,2
Salem,2025,10,5
Salem,2025,11,2
Salem,2025,12,1
Salem,2026,1,2
Somerset,2008,1,2
Somerset,2008,2,1
Somerset,2008,4,3
Somerset,2008,5,2
Somerset,2008,6,2
Somerset,2008,7,1
Somerset,2008,10,1
Somerset,2008,11,1
Somerset,2008,12,2
Somerset,2009,1,3
Somerset,2009,2,2
Somerset,2009,4,2
Somerset,2009,6,2
Somerset,2009,7,2
Somerset,2009,8,2
Somerset,2010,1,2
Somerset,2010,2,2
Somerset,2010,3,4
Somerset,2010,4,1
Somerset,2010,5,2
Somerset,2010,6,5
Somerset,2010,7,3
Somerset,2010,8,2
Somerset,2010,9,1
Somerset,2010,10,3
Somerset,2010,11,1
Somerset,2010,12,3
Somerset,2011,4,1
Somerset,2011,5,2
Somerset,2011,6,3
Somerset,2011,7,3
Somerset,2011,8,1
Somerset,2011,9,3
Somerset,2011,10,2
Somerset,2011,11,2
Somerset,2011,12,2
Somerset,2012,1,1
Somerset,2012,2,1
Somerset,2012,3,1
Somerset,2012,5,6
Somerset,2012,7,2
Somerset,2012,8,1
Somerset,2012,10,1
Somerset,2012,11,2
Somerset,2012,12,3
Somerset,2013,1,2
Somerset,2013,2,1
Somerset,2013,3,1
Somerset,2013,4,1
Somerset,2013,5,1
Somerset,2013,6,4
Somerset,2013,7,2
Somerset,2013,9,2
Somerset,2013,11,2
Somerset,2013,12,3
Somerset,2014,1,1
Somerset,2014,2,1
Somerset,2014,3,3
Somerset,2014,4,2
Somerset,2014,5,3
Somerset,2014,6,2
Somerset,2014,7,1
Somerset,2014,8,3
Somerset,2014,9,3
Somerset,2014,10,2
Somerset,2014,11,2
Somerset,2014,12,2
Somerset,2015,1,4
Somerset,2015,2,3
Somerset,2015,3,5
Somerset,2015,4,1
Somerset,2015,7,2
Somerset,2015,8,3
Somerset,2015,11,3
Somerset,2015,12,1
Somerset,2016,2,2
Somerset,2016,4,1
Somerset,2016,6,3
Somerset,2016,7,3
Somerset,2016,8,4
Somerset,2016,9,1
Somerset,2016,10,1
Somerset,2016,11,2
Somerset,2016,12,2
Somerset,2017,1,1
Somerset,2017,3,5
Somerset,2017,5,3
Somerset,2017,6,3
Somerset,2017,7,3
Somerset,2017,8,1
Somerset,2017,9,2
Somerset,2017,10,1
Somerset,2017,11,3
Somerset,2017,12,1
Somerset,2018,1,3
Somerset,2018,2,2
Somerset,2018,4,1
Somerset,2018,5,3
Somerset,2018,6,1
Somerset,2018,7,3
Somerset,2018,8,4
Somerset,2018,9,1
Somerset,2018,10,1
Somerset,2018,11,3
Somerset,2018,12,1
Somerset,2019,1,1
Somerset,2019,2,1
Somerset,2019,4,1
Somerset,2019,5,1
Somerset,2019,6,1
Somerset,2019,7,1
Somerset,2019,8,1
Somerset,2019,9,2
Somerset,2019,11,1
Somerset,2019,12,1
Somerset,2020,2,1
Somerset,2020,3,4
Somerset,2020,4,1
Somerset,2020,5,2
Somerset,2020,6,1
Somerset,2020,7,1
Somerset,2020,9,2
